0.0;0.0;0.0;0.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;-1.0;-2.0;-4.0;3.0;1.0;-2.0;-4.0;-5.0;3.0;3.0;0.0;-3.0;-3.0;-5.0;4.0;3.0;1.0;0.0;-2.0;-3.0;-5.0;4.0;0.0;1.0;0.0;-1.0;-3.0;3.0;2.0;0.0;0.0;-2.0;3.0;2.0;1.0;0.0;0;1;0;0;0;0;1;0
0.0;-0.18;3.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;3.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;-2.0;0.0;3.0;0.0;-2.0;-3.0;-4.0;5.0;2.0;-1.0;-1.0;-3.0;-4.0;5.0;3.0;2.0;0.0;-1.0;-3.0;-4.0;0.0;3.0;0.0;1.0;-1.0;-3.0;4.0;0.0;2.0;0.0;-1.0;4.0;3.0;0.0;1.0;0;0;1;0;0;1;0;0
0.0;-0.33;2.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-1.0;-3.0;-4.0;-5.0;1.0;-2.0;-2.0;-4.0;-5.0;2.0;1.0;-1.0;-2.0;-4.0;-5.0;0.0;2.0;0.0;0.0;-2.0;-4.0;-5.0;3.0;0.0;1.0;-1.0;-2.0;-4.0;3.0;2.0;0.0;0.0;-2.0;2.0;1.0;0.0;-1.0;0;1;0;0;0;1;0;0
0.0;-0.27;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-3.0;-3.0;-5.0;1.0;0.0;-2.0;-3.0;-5.0;0.0;1.0;0.0;-1.0;-3.0;-5.0;3.0;2.0;0.0;0.0;-2.0;-3.0;-5.0;3.0;2.0;1.0;0.0;-1.0;-3.0;0.0;1.0;0.0;-1.0;-2.0;2.0;1.0;0.0;0.0;0;0;1;0;0;0;1;0
0.0;-0.61;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;-1.0;-3.0;-4.0;0.0;0.0;0.0;-2.0;-4.0;2.0;1.0;0.0;-1.0;-3.0;-4.0;3.0;2.0;1.0;0.0;0.0;-2.0;-4.0;2.0;0.0;0.0;-1.0;-2.0;-3.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;-1.0;-2.0;1;0;0;0;0;0;0;1
0.0;-0.71;4.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;-1.0;-3.0;2.0;0.0;0.0;-2.0;-3.0;3.0;2.0;1.0;0.0;-1.0;-3.0;3.0;0.0;1.0;0.0;-1.0;-2.0;-4.0;0.0;2.0;1.0;0.0;0.0;-3.0;2.0;1.0;0.0;-1.0;-2.0;2.0;2.0;0.0;-1.0;0;0;1;0;0;1;0;0
0.0;-0.73;3.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;-1.0;-3.0;2.0;1.0;0.0;0.0;-2.0;2.0;0.0;0.0;-1.0;-2.0;-3.0;3.0;0.0;1.0;0.0;-1.0;0.0;-4.0;0.0;1.0;0.0;-1.0;-2.0;-3.0;2.0;1.0;1.0;-1.0;-2.0;0.0;0.0;0.0;0.0;0;0;1;0;0;0;1;0
0.0;-0.76;3.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;-1.0;-2.0;3.0;0.0;1.0;0.0;-1.0;0.0;3.0;0.0;1.0;0.0;-1.0;-2.0;-3.0;3.0;2.0;1.0;1.0;-1.0;-2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;0;0;1;0;0;0;1;0
0.0;-0.8;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;-1.0;-2.0;2.0;0.0;0.0;-1.0;-2.0;2.0;0.0;0.0;-1.0;-2.0;-3.0;3.0;2.0;1.0;0.0;0.0;-2.0;-3.0;2.0;1.0;0.0;-1.0;0.0;0.0;2.0;0.0;-1.0;0.0;-2.0;0.0;0.0;0.0;0.0;0;0;1;0;0;0;0;1
0.0;-0.96;3.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;-1.0;-2.0;3.0;2.0;1.0;1.0;-1.0;-2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;-1.0;-3.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;-1.0;0;1;0;0;0;0;1;0
